time,temperature,humidity,pressure,lux
2022/3/13 6:51:54,21.80,34.10,98492.44,1.25
2022/3/13 6:51:59,21.70,34.10,98492.44,1.25
2022/3/13 6:52:4,21.80,34.10,98491.94,1.25
2022/3/13 6:52:9,21.80,34.10,98491.94,1.25
2022/3/13 6:52:15,21.80,34.10,98492.27,1.25
2022/3/13 6:52:20,21.80,34.10,98492.27,1.25
2022/3/13 6:52:25,21.70,34.00,98492.31,1.25
2022/3/13 6:52:30,21.80,34.10,98492.65,1.25
2022/3/13 6:52:35,21.80,34.10,98492.11,1.25
2022/3/13 6:52:40,21.70,34.10,98492.78,1.25
2022/3/13 6:52:45,21.70,34.10,98493.23,1.25
2022/3/13 6:52:51,21.80,34.10,98491.91,1.25
2022/3/13 6:52:56,21.80,34.10,98491.23,1.25
2022/3/13 6:53:1,21.80,34.10,98491.23,1.25
2022/3/13 6:53:6,21.80,34.10,98491.23,1.25
2022/3/13 6:53:11,21.80,34.10,98491.06,1.25
2022/3/13 6:53:16,21.70,34.00,98491.10,0.83
2022/3/13 6:53:22,21.70,34.00,98490.77,1.25
2022/3/13 6:53:27,21.80,34.10,98491.27,1.25
2022/3/13 6:53:32,21.80,34.10,98490.90,1.25
2022/3/13 6:53:37,21.80,34.10,98491.10,1.25
2022/3/13 6:53:42,21.80,34.10,98490.40,1.25
2022/3/13 6:53:47,21.80,34.10,98490.60,1.25
2022/3/13 6:53:52,21.70,34.00,98491.10,1.25
2022/3/13 6:53:58,21.70,34.10,98491.06,1.25
2022/3/13 6:54:3,21.80,34.10,98491.23,1.25
2022/3/13 6:54:8,21.80,34.10,98491.56,1.25
2022/3/13 6:54:13,21.80,34.10,98491.73,1.25
2022/3/13 6:54:18,21.80,34.10,98492.06,1.25
2022/3/13 6:54:23,21.80,34.10,98492.41,1.25
2022/3/13 6:54:28,21.80,34.10,98491.56,1.25
2022/3/13 6:54:34,21.80,34.10,98491.56,1.25
2022/3/13 6:54:39,21.70,34.00,98491.27,1.25
2022/3/13 6:54:44,21.80,34.10,98491.44,1.25
2022/3/13 6:54:49,21.70,34.00,98491.60,1.25
2022/3/13 6:54:54,21.80,34.10,98491.56,1.25
2022/3/13 6:54:59,21.80,34.10,98491.23,1.25
2022/3/13 6:55:4,21.80,34.10,98491.23,1.25
2022/3/13 6:55:10,21.80,34.10,98491.40,1.25
2022/3/13 6:55:15,21.70,34.00,98491.56,1.25
2022/3/13 6:55:20,21.70,34.00,98490.90,1.25
2022/3/13 6:55:25,21.80,34.10,98491.19,1.25
2022/3/13 6:55:30,21.80,34.10,98491.19,1.25
2022/3/13 6:55:35,21.80,34.10,98490.90,1.25
2022/3/13 6:55:41,21.70,34.10,98491.06,1.25
2022/3/13 6:55:46,21.70,34.00,98490.56,1.25
2022/3/13 6:55:51,21.70,34.10,98490.10,1.25
2022/3/13 6:55:56,21.70,34.00,98489.94,1.25
2022/3/13 6:56:1,21.80,34.10,98490.06,1.25
2022/3/13 6:56:6,21.80,34.10,98490.23,1.25
2022/3/13 6:56:11,21.70,34.10,98490.60,1.25
2022/3/13 6:56:17,21.80,34.10,98491.14,1.25
2022/3/13 6:56:22,21.70,34.10,98491.14,1.25
2022/3/13 6:56:27,21.70,34.00,98491.81,1.25
2022/3/13 6:56:32,21.80,34.10,98491.27,1.25
2022/3/13 6:56:37,21.80,34.10,98491.64,1.25
2022/3/13 6:56:42,21.70,34.10,98491.44,1.25
2022/3/13 6:56:47,21.70,34.10,98491.06,1.25
2022/3/13 6:56:53,21.70,34.00,98491.91,1.25
2022/3/13 6:56:58,21.70,34.00,98491.56,1.25
2022/3/13 6:57:3,21.70,34.10,98491.23,1.25
2022/3/13 6:57:8,21.70,34.10,98491.23,1.25
2022/3/13 6:57:13,21.80,34.10,98491.94,1.25
2022/3/13 6:57:18,21.80,34.10,98491.40,1.25
2022/3/13 6:57:23,21.70,34.10,98492.06,1.25
2022/3/13 6:57:29,21.80,34.10,98491.03,1.25
2022/3/13 6:57:34,21.80,34.10,98490.75,1.25
2022/3/13 6:57:39,21.70,34.10,98490.55,1.25
2022/3/13 6:57:44,21.70,34.10,98491.22,1.25
2022/3/13 6:57:49,21.80,34.10,98490.84,1.25
2022/3/13 6:57:54,21.70,34.10,98490.84,1.25
2022/3/13 6:58:0,21.80,34.10,98491.34,1.25
2022/3/13 6:58:5,21.80,34.10,98491.52,1.25
2022/3/13 6:58:10,21.70,34.00,98492.05,1.25
2022/3/13 6:58:15,21.80,34.10,98492.39,1.25
2022/3/13 6:58:20,21.80,34.10,98493.05,1.25
2022/3/13 6:58:25,21.70,34.00,98492.05,1.25
2022/3/13 6:58:30,21.70,34.00,98491.38,1.25
2022/3/13 6:58:36,21.80,34.10,98491.72,1.25
2022/3/13 6:58:41,21.80,34.10,98491.88,1.25
2022/3/13 6:58:46,21.70,34.10,98492.59,1.25
2022/3/13 6:58:51,21.70,34.10,98493.05,1.25
2022/3/13 6:58:56,21.80,34.10,98494.59,1.25
2022/3/13 6:59:1,21.80,34.10,98494.22,1.25
2022/3/13 6:59:6,21.70,34.10,98494.59,1.25
2022/3/13 6:59:12,21.80,34.10,98494.39,1.25
2022/3/13 6:59:17,21.70,34.10,98495.22,1.25
2022/3/13 6:59:22,21.70,34.10,98495.85,1.25
2022/3/13 6:59:27,21.70,34.00,98495.81,1.25
2022/3/13 6:59:32,21.70,34.00,98496.61,0.83
2022/3/13 6:59:37,21.80,34.00,98496.73,1.25
2022/3/13 6:59:42,21.70,34.00,98496.86,1.25
2022/3/13 6:59:48,21.80,34.00,98496.99,1.25
2022/3/13 6:59:53,21.80,34.10,98497.79,1.25
2022/3/13 6:59:58,21.70,34.00,98497.63,1.25
2022/3/13 7:0:3,21.70,34.00,98498.49,0.83
2022/3/13 7:0:8,21.70,34.00,98499.20,1.25
2022/3/13 7:0:13,21.70,34.00,98498.87,1.25
2022/3/13 7:0:18,21.70,34.00,98499.70,1.25
2022/3/13 7:0:24,21.80,34.00,98499.20,1.25
2022/3/13 7:0:29,21.70,34.00,98499.74,1.25
2022/3/13 7:0:34,21.70,34.00,98499.41,1.25
2022/3/13 7:0:39,21.70,34.00,98499.41,1.25
2022/3/13 7:0:44,21.70,34.00,98499.23,1.25
2022/3/13 7:0:49,21.70,34.10,98499.08,1.25
2022/3/13 7:0:55,21.70,34.10,98500.24,1.25
2022/3/13 7:1:0,21.70,34.10,98500.74,1.25
2022/3/13 7:1:5,21.70,34.00,98501.24,1.25
2022/3/13 7:1:10,21.70,34.00,98501.41,1.25
2022/3/13 7:1:15,21.70,34.00,98502.45,1.25
2022/3/13 7:1:20,21.80,34.10,98501.95,1.25
2022/3/13 7:1:25,21.70,34.00,98502.66,1.25
2022/3/13 7:1:31,21.70,34.00,98503.28,1.25
2022/3/13 7:1:36,21.70,34.00,98502.62,1.25
2022/3/13 7:1:41,21.70,34.10,98502.95,1.25
2022/3/13 7:1:46,21.70,34.10,98503.66,1.25
2022/3/13 7:1:51,21.70,34.00,98503.66,1.25
2022/3/13 7:1:56,21.80,34.10,98504.16,1.25
2022/3/13 7:2:1,21.70,34.10,98504.50,0.83
2022/3/13 7:2:7,21.70,34.10,98504.50,1.25
2022/3/13 7:2:12,21.70,34.10,98504.16,1.25
2022/3/13 7:2:17,21.70,34.10,98504.16,1.25
2022/3/13 7:2:22,21.70,34.00,98504.00,1.25
2022/3/13 7:2:27,21.70,34.10,98503.63,1.25
2022/3/13 7:2:32,21.70,34.00,98504.45,1.25
2022/3/13 7:2:37,21.70,34.10,98504.13,1.25
2022/3/13 7:2:43,21.70,34.10,98504.63,1.25
2022/3/13 7:2:48,21.70,34.00,98504.59,1.25
2022/3/13 7:2:53,21.70,34.10,98505.42,1.25
2022/3/13 7:2:58,21.70,34.10,98505.55,1.25
2022/3/13 7:3:3,21.70,34.10,98506.59,1.25
2022/3/13 7:3:8,21.70,34.10,98506.59,1.25
2022/3/13 7:3:13,21.70,34.00,98507.22,0.83
2022/3/13 7:3:19,21.70,34.00,98507.76,1.25
2022/3/13 7:3:24,21.70,34.00,98508.09,1.25
2022/3/13 7:3:29,21.70,34.00,98508.09,1.25
2022/3/13 7:3:34,21.70,34.00,98508.26,1.25
2022/3/13 7:3:39,21.70,34.00,98507.92,1.25
2022/3/13 7:3:44,21.70,34.00,98507.22,1.25
2022/3/13 7:3:50,21.70,34.00,98507.72,1.25
2022/3/13 7:3:55,21.70,34.00,98507.76,1.25
2022/3/13 7:4:0,21.70,34.00,98507.96,1.25
2022/3/13 7:4:5,21.70,34.00,98507.42,1.25
2022/3/13 7:4:10,21.70,34.00,98507.26,1.25
2022/3/13 7:4:15,21.70,34.00,98507.96,1.25
2022/3/13 7:4:20,21.70,34.00,98507.80,1.25
2022/3/13 7:4:26,21.70,34.10,98507.46,1.25
2022/3/13 7:4:31,21.70,34.10,98507.96,1.25
2022/3/13 7:4:36,21.70,34.10,98507.92,1.25
2022/3/13 7:4:41,21.70,34.00,98508.09,1.25
2022/3/13 7:4:46,21.70,34.10,98507.55,1.25
2022/3/13 7:4:51,21.70,34.10,98507.72,1.25
2022/3/13 7:4:56,21.70,34.10,98507.89,1.25
2022/3/13 7:5:2,21.70,34.10,98509.09,1.25
2022/3/13 7:5:7,21.70,34.10,98508.26,1.25
2022/3/13 7:5:12,21.70,34.10,98507.76,1.25
2022/3/13 7:5:17,21.70,34.10,98507.59,1.25
2022/3/13 7:5:22,21.70,34.10,98507.76,1.25
2022/3/13 7:5:27,21.70,34.10,98507.96,1.25
2022/3/13 7:5:32,21.70,34.10,98508.13,1.25
2022/3/13 7:5:38,21.70,34.10,98507.80,1.25
2022/3/13 7:5:43,21.70,34.10,98507.83,1.25
2022/3/13 7:5:48,21.70,34.10,98508.17,1.25
2022/3/13 7:5:53,21.70,34.10,98508.33,1.25
2022/3/13 7:5:58,21.70,34.10,98508.50,1.25
2022/3/13 7:6:3,21.70,34.10,98507.96,1.25
2022/3/13 7:6:8,21.70,34.10,98507.38,1.25
2022/3/13 7:6:14,21.70,34.00,98507.89,1.25
2022/3/13 7:6:19,21.70,34.10,98507.52,1.25
2022/3/13 7:6:24,21.70,34.10,98506.84,1.25
2022/3/13 7:6:29,21.70,34.10,98506.84,1.25
2022/3/13 7:6:34,21.70,34.10,98507.30,1.25
2022/3/13 7:6:39,21.70,34.10,98507.30,1.25
2022/3/13 7:6:45,21.70,34.10,98506.30,1.25
2022/3/13 7:6:50,21.70,34.00,98505.47,1.25
2022/3/13 7:6:55,21.70,34.10,98505.51,1.25
2022/3/13 7:7:0,21.70,34.10,98506.55,1.25
2022/3/13 7:7:5,21.70,34.10,98507.42,1.25
2022/3/13 7:7:10,21.70,34.10,98507.59,1.25
2022/3/13 7:7:15,21.70,34.10,98507.80,1.25
2022/3/13 7:7:21,21.70,34.10,98508.17,1.25
2022/3/13 7:7:26,21.70,34.10,98507.13,1.25
2022/3/13 7:7:31,21.70,34.10,98506.95,1.25
2022/3/13 7:7:36,21.70,34.00,98506.30,1.25
2022/3/13 7:7:41,21.70,34.00,98506.63,1.25
2022/3/13 7:7:46,21.70,34.10,98506.95,1.25
2022/3/13 7:7:51,21.70,34.00,98507.80,1.25
2022/3/13 7:7:57,21.70,34.00,98507.26,1.25
2022/3/13 7:8:2,21.70,34.10,98507.30,1.25
2022/3/13 7:8:7,21.70,34.10,98507.16,1.25
2022/3/13 7:8:12,21.70,34.10,98506.70,1.25
2022/3/13 7:8:17,21.70,34.10,98506.70,1.25
2022/3/13 7:8:22,21.70,34.10,98506.70,1.25
2022/3/13 7:8:27,21.70,34.00,98507.70,1.25
2022/3/13 7:8:33,21.70,34.00,98507.67,1.25
2022/3/13 7:8:38,21.70,34.00,98507.46,1.25
2022/3/13 7:8:43,21.70,34.00,98507.46,1.25
2022/3/13 7:8:48,21.70,34.00,98506.95,1.25
2022/3/13 7:8:53,21.70,34.00,98507.80,1.25
2022/3/13 7:8:58,21.70,34.00,98507.33,1.25
2022/3/13 7:9:3,21.70,34.00,98507.33,1.25
2022/3/13 7:9:9,21.70,34.00,98507.33,1.25
2022/3/13 7:9:14,21.70,34.00,98507.16,1.25
2022/3/13 7:9:19,21.70,34.00,98506.83,1.25
2022/3/13 7:9:24,21.70,34.00,98506.16,1.25
2022/3/13 7:9:29,21.70,34.00,98505.79,1.25
2022/3/13 7:9:34,21.70,34.00,98506.13,1.25
2022/3/13 7:9:40,21.70,34.00,98505.95,1.25
2022/3/13 7:9:45,21.70,34.00,98505.63,1.25
2022/3/13 7:9:50,21.70,34.00,98505.46,1.25
2022/3/13 7:9:55,21.70,34.00,98505.09,1.25
2022/3/13 7:10:0,21.70,34.00,98505.42,1.25
2022/3/13 7:10:5,21.70,34.00,98505.75,1.25
2022/3/13 7:10:10,21.70,34.10,98506.09,1.25
2022/3/13 7:10:16,21.70,34.10,98505.88,1.25
2022/3/13 7:10:21,21.70,34.10,98506.05,1.25
2022/3/13 7:10:26,21.70,34.00,98506.22,1.25
2022/3/13 7:10:31,21.70,34.00,98506.22,1.25
2022/3/13 7:10:36,21.70,34.00,98506.01,1.25
2022/3/13 7:10:41,21.70,34.10,98507.22,1.25
2022/3/13 7:10:46,21.70,34.10,98507.55,1.25
2022/3/13 7:10:52,21.70,34.10,98508.72,1.25
2022/3/13 7:10:57,21.70,34.10,98508.72,1.25
2022/3/13 7:11:2,21.70,34.00,98508.55,1.25
2022/3/13 7:11:7,21.70,34.10,98508.55,1.25
2022/3/13 7:11:12,21.70,34.10,98508.72,1.25
2022/3/13 7:11:17,21.70,34.10,98508.76,1.25
2022/3/13 7:11:22,21.70,34.10,98508.26,1.25
2022/3/13 7:11:28,21.70,34.10,98508.42,0.83
2022/3/13 7:11:33,21.70,34.10,98509.30,1.25
2022/3/13 7:11:38,21.70,34.10,98509.13,1.25
2022/3/13 7:11:43,21.70,34.10,98508.92,1.25
2022/3/13 7:11:48,21.70,34.20,98508.59,1.25
2022/3/13 7:11:53,21.70,34.10,98508.76,1.25
2022/3/13 7:11:59,21.70,34.10,98508.89,1.25
2022/3/13 7:12:4,21.70,34.10,98508.39,1.25
2022/3/13 7:12:9,21.70,34.10,98508.52,1.25
2022/3/13 7:12:14,21.70,34.10,98508.84,1.25
2022/3/13 7:12:19,21.70,34.10,98508.68,1.25
2022/3/13 7:12:24,21.70,34.10,98508.84,1.25
2022/3/13 7:12:29,21.70,34.10,98509.34,1.25
2022/3/13 7:12:35,21.70,34.10,98509.30,1.25
2022/3/13 7:12:40,21.70,34.00,98509.59,1.25
2022/3/13 7:12:45,21.70,34.00,98509.89,1.25
2022/3/13 7:12:50,21.70,34.00,98509.72,1.25
2022/3/13 7:12:55,21.70,34.10,98509.92,1.25
2022/3/13 7:13:0,21.70,34.10,98509.77,1.25
2022/3/13 7:13:5,21.70,34.10,98510.43,1.25
2022/3/13 7:13:11,21.70,34.10,98511.09,1.25
2022/3/13 7:13:16,21.70,34.10,98510.93,1.25
2022/3/13 7:13:21,21.70,34.10,98510.77,1.25
2022/3/13 7:13:26,21.70,34.10,98510.97,1.25
2022/3/13 7:13:31,21.70,34.10,98511.30,1.25
2022/3/13 7:13:36,21.70,34.10,98510.43,1.25
2022/3/13 7:13:41,21.70,34.10,98510.97,1.25
2022/3/13 7:13:47,21.70,34.10,98511.30,1.25
2022/3/13 7:13:52,21.70,34.00,98511.14,1.25
2022/3/13 7:13:57,21.70,34.00,98510.97,1.25
2022/3/13 7:14:2,21.70,34.00,98511.65,1.25
2022/3/13 7:14:7,21.70,34.00,98511.48,1.25
2022/3/13 7:14:12,21.70,34.00,98511.97,1.25
2022/3/13 7:14:18,21.70,34.00,98511.93,1.25
2022/3/13 7:14:23,21.70,34.10,98512.14,1.25
2022/3/13 7:14:28,21.70,34.10,98512.14,1.25
2022/3/13 7:14:33,21.70,34.10,98511.47,1.25
2022/3/13 7:14:38,21.70,34.10,98511.80,1.25
2022/3/13 7:14:43,21.70,34.10,98512.30,1.25
2022/3/13 7:14:48,21.70,34.10,98511.93,1.25
2022/3/13 7:14:54,21.70,34.10,98511.85,1.25
2022/3/13 7:14:59,21.70,34.10,98513.02,1.25
2022/3/13 7:15:4,21.70,34.10,98513.52,1.25
2022/3/13 7:15:9,21.70,34.10,98513.52,1.25
2022/3/13 7:15:14,21.70,34.10,98512.19,1.25
2022/3/13 7:15:19,21.70,34.10,98511.56,1.25
2022/3/13 7:15:24,21.70,34.10,98511.05,1.25
2022/3/13 7:15:30,21.70,34.10,98511.93,1.25
2022/3/13 7:15:35,21.70,34.10,98511.77,1.25
2022/3/13 7:15:40,21.70,34.10,98511.98,1.25
2022/3/13 7:15:45,21.70,34.10,98511.31,1.25
2022/3/13 7:15:50,21.70,34.00,98510.64,1.25
2022/3/13 7:15:55,21.70,34.00,98510.27,1.25
2022/3/13 7:16:0,21.70,34.00,98510.05,1.25
2022/3/13 7:16:6,21.70,34.00,98509.89,1.25
2022/3/13 7:16:11,21.70,34.00,98511.05,1.25
2022/3/13 7:16:16,21.70,34.00,98511.27,1.25
2022/3/13 7:16:21,21.70,34.00,98511.59,1.25
2022/3/13 7:16:26,21.70,34.00,98510.93,1.25
2022/3/13 7:16:31,21.70,34.00,98511.30,1.25
2022/3/13 7:16:36,21.70,34.00,98511.15,1.25
2022/3/13 7:16:42,21.70,34.00,98510.47,1.25
2022/3/13 7:16:47,21.70,34.00,98510.30,1.25
2022/3/13 7:16:52,21.70,34.00,98510.59,1.25
2022/3/13 7:16:57,21.70,34.00,98510.05,1.25
2022/3/13 7:17:2,21.70,34.00,98510.43,1.25
2022/3/13 7:17:7,21.70,34.00,98510.55,1.25
2022/3/13 7:17:13,21.70,34.00,98510.93,1.25
2022/3/13 7:17:18,21.70,34.00,98510.77,1.25
2022/3/13 7:17:23,21.70,34.00,98510.55,1.25
2022/3/13 7:17:28,21.70,34.00,98511.22,1.25
2022/3/13 7:17:33,21.70,34.00,98510.52,1.25
2022/3/13 7:17:38,21.70,34.00,98509.84,1.25
2022/3/13 7:17:43,21.70,34.00,98509.52,1.25
2022/3/13 7:17:49,21.70,34.10,98509.52,1.25
2022/3/13 7:17:54,21.70,34.10,98509.22,1.25
2022/3/13 7:17:59,21.70,34.00,98508.22,1.25
2022/3/13 7:18:4,21.70,34.00,98509.72,1.25
2022/3/13 7:18:9,21.70,34.00,98509.89,1.25
2022/3/13 7:18:14,21.70,34.00,98509.68,0.83
2022/3/13 7:18:19,21.70,34.00,98508.84,1.25
2022/3/13 7:18:25,21.70,34.00,98508.81,1.25
2022/3/13 7:18:30,21.70,34.00,98508.81,1.25
2022/3/13 7:18:35,21.70,34.00,98509.18,1.25
2022/3/13 7:18:40,21.70,34.10,98508.68,1.25
2022/3/13 7:18:45,21.70,34.10,98509.22,1.25
2022/3/13 7:18:50,21.70,34.10,98508.84,1.25
2022/3/13 7:18:55,21.70,34.10,98509.22,1.25
2022/3/13 7:19:1,21.70,34.10,98509.02,1.25
2022/3/13 7:19:6,21.70,34.00,98509.02,1.25
2022/3/13 7:19:11,21.70,34.00,98509.02,1.25
2022/3/13 7:19:16,21.70,34.10,98509.02,1.25
2022/3/13 7:19:21,21.70,34.10,98508.47,1.25
2022/3/13 7:19:26,21.70,34.10,98508.44,1.25
2022/3/13 7:19:32,21.70,34.10,98508.77,1.25
2022/3/13 7:19:37,21.70,34.10,98508.73,1.25
2022/3/13 7:19:42,21.70,34.10,98509.77,1.25
2022/3/13 7:19:47,21.70,34.10,98509.06,1.25
2022/3/13 7:19:52,21.70,34.10,98509.23,1.25
2022/3/13 7:19:57,21.70,34.10,98509.19,1.25
2022/3/13 7:20:2,21.70,34.10,98509.02,1.25
2022/3/13 7:20:8,21.70,34.10,98508.36,1.25
2022/3/13 7:20:13,21.70,34.10,98508.19,1.25
2022/3/13 7:20:18,21.70,34.10,98508.19,1.25
2022/3/13 7:20:23,21.70,34.10,98507.69,1.25
2022/3/13 7:20:28,21.70,34.10,98508.06,1.25
2022/3/13 7:20:33,21.70,34.10,98508.02,1.25
2022/3/13 7:20:38,21.70,34.10,98507.86,1.25
2022/3/13 7:20:44,21.70,34.10,98508.48,1.25
2022/3/13 7:20:49,21.70,34.00,98509.16,1.25
2022/3/13 7:20:54,21.70,34.00,98508.61,1.25
2022/3/13 7:20:59,21.70,34.00,98509.11,1.25
2022/3/13 7:21:4,21.70,34.10,98509.78,1.25
2022/3/13 7:21:9,21.70,34.10,98509.62,1.25
2022/3/13 7:21:14,21.70,34.10,98509.95,1.25
2022/3/13 7:21:20,21.70,34.10,98509.78,1.25
2022/3/13 7:21:25,21.70,34.00,98510.16,1.25
2022/3/13 7:21:30,21.70,34.00,98509.62,1.25
2022/3/13 7:21:35,21.70,34.00,98510.12,1.25
2022/3/13 7:21:40,21.70,34.00,98510.28,1.25
2022/3/13 7:21:45,21.70,34.00,98510.82,1.25
2022/3/13 7:21:50,21.70,34.00,98510.32,1.25
2022/3/13 7:21:56,21.70,34.00,98510.32,0.83
2022/3/13 7:22:1,21.70,34.00,98510.53,1.25
2022/3/13 7:22:6,21.70,34.00,98510.70,1.25
2022/3/13 7:22:11,21.70,34.00,98511.03,1.25
2022/3/13 7:22:16,21.70,34.00,98511.70,1.25
2022/3/13 7:22:21,21.70,34.00,98512.33,1.25
2022/3/13 7:22:27,21.70,34.00,98512.83,1.25
2022/3/13 7:22:32,21.70,34.00,98513.49,1.25
2022/3/13 7:22:37,21.70,34.00,98514.33,1.25
2022/3/13 7:22:42,21.70,33.90,98515.37,1.25
2022/3/13 7:22:47,21.70,33.90,98515.00,1.25
2022/3/13 7:22:52,21.70,34.00,98514.53,1.25
2022/3/13 7:22:57,21.60,34.00,98514.70,1.25
2022/3/13 7:23:3,21.70,34.00,98514.33,1.25
2022/3/13 7:23:8,21.70,34.00,98514.20,1.25
2022/3/13 7:23:13,21.70,34.10,98514.20,1.25
2022/3/13 7:23:18,21.70,34.10,98514.58,1.25
2022/3/13 7:23:23,21.70,34.00,98515.03,1.25
2022/3/13 7:23:28,21.70,34.00,98515.74,1.25
2022/3/13 7:23:33,21.70,34.10,98515.58,1.25
2022/3/13 7:23:39,21.70,34.10,98515.37,1.25
2022/3/13 7:23:44,21.70,34.00,98514.83,1.25
2022/3/13 7:23:49,21.70,34.00,98514.25,1.25
2022/3/13 7:23:54,21.70,34.00,98514.75,1.25
2022/3/13 7:23:59,21.70,34.00,98515.09,1.25
2022/3/13 7:24:4,21.70,34.10,98515.63,1.25
2022/3/13 7:24:9,21.70,34.10,98516.46,1.25
2022/3/13 7:24:15,21.70,34.10,98516.67,1.25
2022/3/13 7:24:20,21.70,34.10,98516.50,1.25
2022/3/13 7:24:25,21.60,34.00,98517.17,1.25
2022/3/13 7:24:30,21.70,34.10,98517.70,1.25
2022/3/13 7:24:35,21.70,34.10,98518.41,1.25
2022/3/13 7:24:40,21.70,34.10,98518.54,1.25
2022/3/13 7:24:45,21.70,34.10,98518.54,1.25
2022/3/13 7:24:51,21.70,34.10,98517.70,1.25
2022/3/13 7:24:56,21.70,34.10,98518.75,1.25
2022/3/13 7:25:1,21.70,34.10,98519.58,1.25
2022/3/13 7:25:6,21.70,34.10,98520.13,1.25
2022/3/13 7:25:11,21.70,34.10,98519.45,1.25
2022/3/13 7:25:16,21.70,34.10,98520.50,1.25
2022/3/13 7:25:22,21.70,34.00,98520.45,0.83
2022/3/13 7:25:27,21.70,34.00,98520.29,1.25
2022/3/13 7:25:32,21.70,34.00,98519.95,1.25
2022/3/13 7:25:37,21.70,34.00,98519.78,1.25
2022/3/13 7:25:42,21.70,34.00,98519.45,1.25
2022/3/13 7:25:47,21.70,34.00,98518.58,1.25
2022/3/13 7:25:52,21.70,34.00,98520.13,1.25
2022/3/13 7:25:58,21.70,34.00,98520.79,1.25
2022/3/13 7:26:3,21.70,34.00,98521.29,1.25
2022/3/13 7:26:8,21.70,34.00,98521.29,1.25
2022/3/13 7:26:13,21.70,34.00,98520.29,1.25
2022/3/13 7:26:18,21.70,34.00,98520.13,1.25
2022/3/13 7:26:23,21.70,34.00,98521.00,1.25
2022/3/13 7:26:28,21.70,34.00,98521.20,1.25
2022/3/13 7:26:34,21.70,34.00,98521.91,1.25
2022/3/13 7:26:39,21.70,34.10,98521.41,1.25
2022/3/13 7:26:44,21.70,34.10,98520.70,1.25
2022/3/13 7:26:49,21.70,34.10,98519.87,1.25
2022/3/13 7:26:54,21.70,34.10,98519.73,1.25
2022/3/13 7:26:59,21.70,34.00,98519.41,1.25
2022/3/13 7:27:4,21.70,34.00,98519.41,1.25
2022/3/13 7:27:10,21.70,34.00,98519.37,1.25
2022/3/13 7:27:15,21.70,34.00,98519.16,1.25
2022/3/13 7:27:20,21.70,34.00,98519.49,1.25
2022/3/13 7:27:25,21.70,34.10,98519.49,1.25
2022/3/13 7:27:30,21.70,34.10,98520.20,1.25
2022/3/13 7:27:35,21.70,34.10,98520.37,1.25
2022/3/13 7:27:40,21.70,34.10,98519.53,1.25
2022/3/13 7:27:46,21.70,34.10,98519.41,1.25
2022/3/13 7:27:51,21.70,34.10,98519.23,1.25
2022/3/13 7:27:56,21.70,34.10,98519.28,1.25
2022/3/13 7:28:1,21.70,34.00,98518.73,1.25
2022/3/13 7:28:6,21.70,34.00,98518.20,1.25
2022/3/13 7:28:11,21.70,34.00,98517.91,1.25
2022/3/13 7:28:17,21.70,34.00,98517.70,1.25
2022/3/13 7:28:22,21.70,34.00,98517.86,1.25
2022/3/13 7:28:27,21.70,34.00,98517.70,1.25
2022/3/13 7:28:32,21.70,34.00,98517.36,1.25
2022/3/13 7:28:37,21.70,34.00,98517.20,1.25
2022/3/13 7:28:42,21.70,34.00,98517.03,1.25
2022/3/13 7:28:47,21.70,34.00,98517.03,1.25
2022/3/13 7:28:53,21.70,34.00,98518.23,1.25
2022/3/13 7:28:58,21.70,34.00,98517.86,1.25
2022/3/13 7:29:3,21.70,34.00,98516.86,1.25
2022/3/13 7:29:8,21.70,34.00,98516.20,1.25
2022/3/13 7:29:13,21.70,34.00,98516.53,1.25
2022/3/13 7:29:18,21.70,34.00,98516.36,1.25
2022/3/13 7:29:23,21.70,34.00,98515.86,1.25
2022/3/13 7:29:29,21.70,34.00,98515.70,1.25
2022/3/13 7:29:34,21.70,34.10,98515.03,1.25
2022/3/13 7:29:39,21.70,34.10,98513.81,1.25
2022/3/13 7:29:44,21.70,34.10,98513.48,1.25
2022/3/13 7:29:49,21.70,34.10,98513.81,1.25
2022/3/13 7:29:54,21.70,34.00,98514.16,1.25
2022/3/13 7:29:59,21.70,34.00,98514.31,1.25
2022/3/13 7:30:5,21.70,34.10,98513.16,1.25
2022/3/13 7:30:10,21.70,34.00,98513.48,1.25
2022/3/13 7:30:15,21.70,34.00,98513.86,1.25
2022/3/13 7:30:20,21.70,34.00,98513.69,1.25
2022/3/13 7:30:25,21.70,34.00,98513.36,1.25
2022/3/13 7:30:30,21.70,34.00,98513.19,1.25
2022/3/13 7:30:35,21.70,34.00,98513.06,1.25
2022/3/13 7:30:41,21.70,34.10,98512.73,1.25
2022/3/13 7:30:46,21.70,34.10,98512.59,1.25
2022/3/13 7:30:51,21.70,34.10,98512.39,1.25
2022/3/13 7:30:56,21.70,34.00,98511.52,1.25
2022/3/13 7:31:1,21.70,34.00,98511.35,1.25
2022/3/13 7:31:6,21.60,34.00,98511.22,1.25
2022/3/13 7:31:12,21.70,34.00,98510.89,1.25
2022/3/13 7:31:17,21.70,34.10,98509.84,1.25
2022/3/13 7:31:22,21.70,34.10,98509.52,1.25
2022/3/13 7:31:27,21.70,34.10,98509.84,1.25
2022/3/13 7:31:32,21.70,34.00,98510.02,1.25
2022/3/13 7:31:37,21.70,34.00,98510.22,1.25
2022/3/13 7:31:42,21.70,34.00,98510.02,1.25
2022/3/13 7:31:48,21.70,34.00,98509.98,1.25
